City/District,Waste Type,Waste Generated (Tons/Day),Recycling Rate (%),Population Density (People/km²),Municipal Efficiency Score (1-10),Disposal Method,Cost of Waste Management (₹/Ton),Awareness Campaigns Count,Landfill Name,Landfill Location (Lat),Landfill Location (Long),Landfill Capacity (Tons),Year
Kanpur,Organic,1.32,16.21,3291.1,3,Incineration,2613.66,5,East Zone Dump,22.82657,72.079955,418467.7,2021
Kanpur,E-Waste,6.08,53.98,3098.38,7,Composting,2472.65,6,East Zone Dump,23.202561,72.478565,365850.64,2023
Mumbai,Plastic,9.28,34.21,3641.4,7,Incineration,1626.82,7,Metro Waste Site,18.584866,72.72246,246607.01,2022
Ahmedabad,Hazardous,17.47,37.32,5426.4,8,Recycling,3113.1,11,South City Dump,22.995715,73.042696,192459.49,2019
Lucknow,Construction,20.18,38.23,9917.75,2,Composting,3328.04,6,Central Landfill,23.289224,72.74211,34296.64,2021
Patna,E-Waste,20.4,69.64,14055.37,10,Incineration,1186.19,12,Central Landfill,22.76194,72.258249,184176.2,2023
Visakhapatnam,Construction,9.19,55.32,6652.41,2,Landfill,3210.49,2,North Point Landfill,23.271059,72.97362,34385.93,2021
Pune,E-Waste,25.35,58.97,13578.68,9,Landfill,2109.86,7,South City Dump,18.950704,72.846803,219127.58,2019
Hyderabad,Hazardous,10.91,33.88,13359.37,3,Landfill,5195.82,2,South City Dump,17.659062,78.137862,309650.48,2019
Pune,Organic,7.92,44.21,6747.15,5,Composting,2360.62,8,Metro Waste Site,19.559661,72.948435,226876.46,2019
Pune,Hazardous,20.73,33.47,14238.1,7,Composting,4036.82,10,Metro Waste Site,19.428355,72.719795,174291.28,2019
Kolkata,Plastic,17.04,5.0,24652.97,1,Incineration,2085.17,1,North Point Landfill,23.055149,88.04467,299583.48,2019
Bangalore,Plastic,1.0,41.9,3152.78,4,Recycling,2433.37,2,Central Landfill,12.886993,77.28118,60184.19,2021
Patna,Plastic,9.74,56.65,8255.84,9,Recycling,1377.54,14,South City Dump,23.411236,72.53577,262901.05,2021
Indore,Construction,11.4,70.2,8986.33,9,Composting,1381.97,9,North Point Landfill,22.790512,72.446795,442296.6,2022
Lucknow,Plastic,49.18,41.5,23810.6,5,Landfill,2067.06,10,North Point Landfill,23.058132,72.208503,273853.23,2023
Mumbai,Hazardous,1.0,32.46,4501.34,4,Landfill,5498.76,2,Central Landfill,18.612708,72.563275,384871.16,2019
Kanpur,Hazardous,12.3,36.33,10723.03,7,Incineration,4218.53,6,Central Landfill,23.36664,72.878271,316149.9,2021
Bangalore,E-Waste,8.52,38.25,7464.85,4,Composting,3873.75,5,North Point Landfill,12.527629,77.503258,35769.82,2022
Mumbai,Construction,24.2,59.29,14211.82,10,Recycling,915.55,11,East Zone Dump,19.506726,73.310128,484971.76,2020
Nagpur,Hazardous,2.33,56.85,4009.09,9,Recycling,2911.94,9,West Side Facility,22.721052,72.598203,273232.01,2021
Kanpur,Plastic,10.85,47.73,11555.7,6,Recycling,2077.1,5,South City Dump,23.234863,72.555938,120038.62,2019
Delhi,Plastic,10.93,61.79,13894.67,9,Composting,1415.32,11,South City Dump,28.291427,77.528581,233245.24,2023
Patna,Plastic,17.3,25.76,9720.01,4,Recycling,2088.08,5,West Side Facility,23.080205,72.361697,415746.94,2021
Pune,Construction,8.87,56.81,17127.71,8,Recycling,1822.3,6,Metro Waste Site,18.57732,72.685644,146527.88,2020
Hyderabad,Organic,17.74,34.15,10442.76,4,Incineration,2174.48,7,South City Dump,17.77167,78.652256,327187.03,2020
Chennai,Organic,15.46,33.51,6912.91,5,Landfill,2464.95,9,Metro Waste Site,12.867261,80.346175,70384.99,2023
Thane,Hazardous,15.71,15.38,17565.06,2,Incineration,6004.8,0,Central Landfill,19.459759,72.577041,412971.64,2019
Surat,Plastic,17.57,51.51,10917.34,10,Composting,1159.61,11,East Zone Dump,22.942339,72.961114,224307.03,2021
Kanpur,Organic,4.76,12.53,2808.26,3,Recycling,2689.18,2,Metro Waste Site,23.108721,72.990654,203324.21,2019
Jaipur,Hazardous,1.41,39.04,2659.67,6,Recycling,4682.7,3,Central Landfill,22.780068,72.615298,372380.06,2021
Bhopal,Construction,29.87,27.14,15520.07,2,Incineration,3995.49,2,West Side Facility,22.771577,72.643239,18975.43,2023
Kolkata,Hazardous,10.17,44.54,7015.46,6,Incineration,4445.39,12,South City Dump,22.70166,88.282654,215060.47,2021
Indore,Organic,7.92,26.95,1922.29,4,Incineration,1734.69,4,Central Landfill,23.298617,72.503052,172791.6,2020
Ahmedabad,Construction,17.05,69.32,10871.74,5,Incineration,2874.25,6,West Side Facility,22.977764,72.604807,260296.52,2020
Lucknow,Construction,27.41,91.26,14105.31,9,Composting,1596.18,7,North Point Landfill,23.02217,72.818147,285706.72,2021
Jaipur,Construction,5.8,61.54,2999.26,7,Landfill,2933.76,6,South City Dump,23.03402,72.778088,104448.49,2020
Bangalore,E-Waste,30.99,55.63,17521.52,8,Recycling,2412.34,10,East Zone Dump,13.340451,77.509448,271983.19,2021
Bangalore,Plastic,4.26,9.41,1484.68,1,Landfill,2855.87,1,Central Landfill,13.237558,77.548416,318839.18,2023
Nagpur,Hazardous,33.98,14.85,13949.82,3,Landfill,5656.61,1,East Zone Dump,22.674111,72.16348,127474.64,2023
Surat,Hazardous,9.25,38.75,3400.43,10,Composting,2436.51,9,South City Dump,22.599815,72.753705,182238.7,2020
Kanpur,Construction,1.0,61.08,6394.21,7,Incineration,1972.03,4,East Zone Dump,22.65774,72.666773,177942.8,2020
Thane,Hazardous,14.1,12.52,6423.48,3,Landfill,5989.2,6,South City Dump,18.739121,73.189802,120608.08,2022
Kanpur,Hazardous,20.85,37.94,13628.21,7,Recycling,4172.32,5,Central Landfill,23.036022,72.68092,103733.66,2023
Hyderabad,Hazardous,12.08,20.07,7559.91,2,Composting,6762.01,4,East Zone Dump,17.547213,78.390336,165227.63,2020
Hyderabad,Hazardous,45.16,14.41,23409.86,2,Recycling,6795.38,1,South City Dump,17.589784,78.837506,477645.51,2022
Kanpur,Plastic,13.17,41.84,6063.26,9,Composting,1384.45,7,East Zone Dump,22.718479,72.653344,395196.57,2020
Bangalore,E-Waste,8.91,53.24,5061.94,4,Recycling,3893.04,4,West Side Facility,12.992934,77.371781,113038.57,2019
Pune,Hazardous,1.0,7.79,3106.15,2,Composting,6256.35,1,West Side Facility,19.39411,73.290559,109085.39,2022
Thane,Plastic,11.35,40.05,14030.8,6,Incineration,2191.28,6,Central Landfill,19.102516,72.917127,431744.0,2019
Visakhapatnam,E-Waste,1.0,38.15,3342.64,4,Incineration,4479.03,5,Metro Waste Site,23.067803,72.494452,267293.04,2023
Patna,Hazardous,16.57,16.19,14282.68,4,Composting,5026.66,0,East Zone Dump,23.516498,72.61494,242079.07,2022
Kanpur,Hazardous,28.73,49.53,23910.82,7,Landfill,3806.65,4,Metro Waste Site,23.1637,72.995003,393664.3,2023
Surat,Construction,7.18,69.36,5338.62,9,Composting,1295.59,10,East Zone Dump,22.879271,72.248873,154626.46,2021
Kanpur,Construction,18.23,45.08,15767.23,1,Landfill,3738.67,2,North Point Landfill,23.355498,72.769035,348779.36,2023
Kolkata,Construction,18.68,42.64,8820.05,4,Recycling,2246.75,4,East Zone Dump,22.609995,88.142865,151601.62,2019
Visakhapatnam,E-Waste,19.12,82.46,18729.95,9,Recycling,2286.75,9,East Zone Dump,23.459762,72.657668,352604.67,2020
Hyderabad,E-Waste,22.21,47.91,13604.22,6,Landfill,2864.42,2,South City Dump,17.873611,78.008866,91866.09,2020
Indore,E-Waste,28.73,47.95,24380.19,3,Landfill,4267.54,6,Metro Waste Site,23.409642,72.120644,76828.84,2022
Bhopal,Construction,9.7,56.74,2977.71,8,Recycling,1670.57,14,East Zone Dump,23.351632,72.788176,25963.41,2022
Mumbai,Organic,9.21,54.58,9964.49,5,Recycling,1817.66,7,Central Landfill,19.42079,72.573475,466818.25,2023
Hyderabad,Organic,13.16,39.85,7013.71,7,Landfill,1487.5,3,Metro Waste Site,17.015365,78.336573,397668.25,2023
Kolkata,Plastic,30.72,43.2,16032.74,7,Incineration,1651.15,9,East Zone Dump,22.773258,87.886822,432529.57,2020
Visakhapatnam,Construction,1.0,55.01,4783.26,6,Landfill,2160.2,6,South City Dump,23.388915,72.093207,342981.52,2021
Bangalore,Organic,15.29,62.37,14151.23,8,Composting,1238.85,9,North Point Landfill,12.554058,77.830547,277785.84,2022
Hyderabad,Organic,28.4,50.24,23885.76,9,Recycling,1039.15,13,North Point Landfill,16.958073,78.576049,444164.91,2023
Hyderabad,Hazardous,11.04,32.93,9753.74,8,Incineration,3472.35,7,Metro Waste Site,17.348822,78.595821,13179.87,2020
Lucknow,Construction,15.06,40.48,24753.35,3,Landfill,2673.98,6,South City Dump,22.674183,72.61805,460783.6,2020
Nagpur,Construction,24.41,82.53,24803.15,10,Landfill,1652.9,11,East Zone Dump,22.544845,72.880115,250657.88,2019
Pune,Hazardous,23.24,16.62,8364.12,3,Composting,6309.93,2,South City Dump,19.070777,72.564222,465128.81,2020
Chennai,Organic,14.91,63.54,15192.01,10,Landfill,643.48,14,North Point Landfill,13.461036,79.966572,91817.2,2023
Visakhapatnam,Plastic,18.12,43.61,14813.85,8,Composting,1341.35,6,Central Landfill,23.131302,72.136864,196385.68,2020
Patna,Plastic,4.69,48.14,1086.55,9,Composting,1393.22,13,Metro Waste Site,23.394137,72.380265,277691.69,2023
Indore,E-Waste,11.65,80.85,17863.35,10,Composting,2169.41,10,Central Landfill,22.859382,72.696207,254202.01,2020
Bhopal,Construction,11.57,52.49,9810.74,4,Landfill,3368.34,1,West Side Facility,22.618576,72.90585,378734.14,2022
Kolkata,E-Waste,17.29,42.4,12052.22,4,Recycling,4106.77,2,North Point Landfill,22.309642,88.63809,127618.83,2019
Jaipur,Hazardous,22.58,49.58,18498.48,9,Composting,2593.34,7,South City Dump,23.141422,72.126791,312014.6,2021
Pune,Plastic,14.35,53.77,17440.72,6,Landfill,1477.12,2,Metro Waste Site,19.166447,72.540151,493043.92,2023
Visakhapatnam,Plastic,3.43,26.11,12140.69,3,Landfill,2990.47,1,South City Dump,23.042872,72.92375,356693.86,2022
Pune,E-Waste,17.7,75.73,15925.2,9,Incineration,2372.91,6,North Point Landfill,19.369111,72.973584,261821.38,2019
Kolkata,Construction,2.65,27.27,1824.24,1,Incineration,4091.6,0,Metro Waste Site,22.840107,87.935153,461839.01,2021
Patna,Construction,1.0,51.17,2223.38,4,Incineration,2895.72,4,South City Dump,22.926174,72.784061,459719.86,2023
Surat,Construction,18.05,52.85,17002.15,5,Composting,2583.26,8,East Zone Dump,23.21698,72.420117,443201.99,2023
Patna,Construction,14.3,43.32,16998.77,4,Incineration,2376.99,2,East Zone Dump,23.420205,73.051092,327353.2,2023
Patna,Construction,14.29,77.29,23003.76,7,Incineration,1885.95,6,West Side Facility,23.481824,72.870013,234688.9,2023
Kanpur,Construction,1.45,72.87,5795.7,9,Recycling,1022.05,8,Metro Waste Site,22.575917,72.679698,360523.07,2019
Ahmedabad,Construction,15.34,55.68,9947.44,6,Recycling,2476.09,7,Metro Waste Site,23.283148,72.253281,93097.14,2019
Pune,Hazardous,26.87,23.13,21707.2,4,Incineration,5496.83,6,North Point Landfill,19.165201,73.099624,389024.4,2023
Delhi,Organic,10.81,55.38,4595.59,10,Landfill,835.87,9,North Point Landfill,28.319359,76.902443,497720.91,2019
Kolkata,Construction,5.75,71.96,8835.93,9,Composting,1325.88,10,South City Dump,22.082266,87.937216,119452.0,2019
Bangalore,E-Waste,2.52,16.91,1798.85,1,Incineration,4646.58,1,East Zone Dump,12.604604,77.258056,178035.51,2019
Delhi,Construction,17.84,72.98,14489.54,8,Incineration,2030.97,3,North Point Landfill,28.469031,76.82377,105954.27,2023
Delhi,Organic,7.57,14.89,4134.98,1,Composting,2788.36,0,Metro Waste Site,28.788592,76.931067,23157.46,2022
Mumbai,Organic,21.89,65.83,11663.47,8,Incineration,1269.58,5,Metro Waste Site,18.615132,72.704579,445298.2,2020
Delhi,Hazardous,1.0,63.52,1613.14,9,Recycling,2401.68,7,South City Dump,28.228597,77.538226,461306.85,2023
Hyderabad,Plastic,3.16,39.85,2210.01,5,Recycling,1828.65,5,West Side Facility,17.469219,78.373831,26840.42,2019
Hyderabad,Plastic,15.84,59.01,10664.83,10,Composting,1116.62,6,West Side Facility,17.755143,78.879126,325432.82,2021
Nagpur,Construction,32.5,53.93,13611.74,6,Recycling,1881.42,4,South City Dump,23.239687,72.81648,453438.67,2023
Mumbai,Plastic,8.71,39.03,1105.64,7,Incineration,1647.54,7,Central Landfill,19.033294,72.790018,125487.45,2023
Kanpur,E-Waste,22.6,54.28,20980.29,6,Recycling,3247.18,9,West Side Facility,22.904372,72.881276,296390.27,2023
Pune,Construction,14.46,45.14,10373.49,2,Landfill,3168.2,0,North Point Landfill,18.835488,73.073153,135196.38,2021
Hyderabad,Construction,41.71,48.92,18490.25,2,Landfill,3521.97,3,South City Dump,17.247617,78.114483,69506.88,2023
Bangalore,Hazardous,14.97,44.97,7756.84,9,Incineration,2945.49,8,West Side Facility,13.028296,77.342476,129288.36,2019
Visakhapatnam,E-Waste,27.0,47.93,24777.4,5,Incineration,3636.73,4,South City Dump,23.050374,72.665654,288704.98,2022
Nagpur,Hazardous,7.42,40.14,3797.16,7,Recycling,3391.52,4,North Point Landfill,22.860401,73.069575,414453.07,2021
Thane,Construction,37.99,50.35,22213.64,4,Landfill,2811.27,5,South City Dump,19.227913,72.668279,487235.6,2022
Chennai,E-Waste,12.56,71.11,11836.28,10,Composting,1775.77,9,Central Landfill,13.027209,79.782816,75219.75,2020
Ahmedabad,E-Waste,18.34,62.66,21392.19,9,Incineration,1921.88,8,North Point Landfill,23.343812,72.708055,122367.41,2023
Patna,Plastic,18.63,63.31,11042.42,10,Incineration,1123.63,8,Metro Waste Site,22.973218,72.635217,87151.95,2020
Jaipur,Plastic,13.43,37.14,21547.59,4,Incineration,2021.48,3,North Point Landfill,22.79678,73.061346,341567.69,2019
Patna,Organic,33.57,26.23,22620.52,1,Incineration,2993.82,2,North Point Landfill,23.497898,73.066582,47041.98,2021
Pune,Hazardous,27.59,7.1,23474.71,3,Recycling,6131.2,1,West Side Facility,19.178706,72.501107,257396.5,2020
Bhopal,Organic,41.25,41.98,23842.56,5,Recycling,1389.69,2,East Zone Dump,23.425513,72.154982,413086.21,2021
Pune,Organic,11.53,45.33,4647.1,7,Recycling,1753.8,9,East Zone Dump,19.428933,72.695167,303118.93,2023
Kanpur,Organic,2.52,35.43,10357.47,5,Landfill,2066.81,2,Central Landfill,23.309297,72.994876,303657.19,2019
Bhopal,Hazardous,2.32,39.59,5490.6,6,Landfill,4353.01,7,Central Landfill,23.138753,72.979039,360526.71,2022
Kanpur,Hazardous,18.84,28.35,17700.87,6,Composting,4320.21,8,West Side Facility,23.153514,72.457255,176442.43,2023
Surat,Construction,15.22,38.1,16227.52,3,Incineration,3240.14,4,East Zone Dump,22.563599,72.567064,16280.98,2022
Ahmedabad,Hazardous,46.08,61.53,23815.49,10,Landfill,2549.08,7,East Zone Dump,22.528988,72.778244,469358.92,2023
Indore,Construction,1.0,89.35,5486.45,9,Landfill,1368.07,6,South City Dump,23.272339,72.248812,16593.08,2023
Kanpur,Construction,24.51,25.35,11021.5,1,Recycling,3814.82,1,Metro Waste Site,23.10603,72.420727,423306.42,2022
